Date,Open,High,Low,Close,Adj Close,Volume
"Dec 27, 2024",109.44,109.80,106.52,108.18,108.18,"3,965,400"
"Dec 26, 2024",109.78,110.62,108.89,109.96,109.96,"2,224,600"
"Dec 24, 2024",109.63,110.36,108.51,110.18,110.18,"1,848,500"
"Dec 23, 2024",108.53,110.08,107.47,109.25,109.25,"4,097,200"
"Dec 20, 2024",105.30,109.96,104.50,108.95,108.95,"6,709,500"
"Dec 19, 2024",111.30,111.44,105.71,107.07,107.07,"10,550,200"
"Dec 18, 2024",118.81,120.10,109.51,109.70,109.70,"8,810,400"
"Dec 17, 2024",115.14,119.85,114.95,119.49,119.49,"8,038,100"
"Dec 16, 2024",115.72,117.00,114.69,115.94,115.94,"5,178,900"
"Dec 13, 2024",115.52,116.50,113.44,114.63,114.63,"4,667,200"
"Dec 12, 2024",116.22,118.32,115.15,115.31,115.31,"6,059,300"
"Dec 11, 2024",115.36,117.86,114.16,117.37,117.37,"6,459,000"
"Dec 10, 2024",114.78,116.65,112.68,113.45,113.45,"5,139,800"
"Dec 9, 2024",118.59,118.94,114.08,115.29,115.29,"6,325,700"
"Dec 6, 2024",116.72,120.72,116.40,118.37,118.37,"10,136,400"
"Dec 5, 2024",113.43,115.46,112.94,114.09,114.09,"5,291,000"
"Dec 4, 2024",112.33,115.79,112.30,113.43,113.43,"7,736,700"
"Dec 3, 2024",112.75,113.79,111.04,111.86,111.86,"8,263,400"
"Dec 2, 2024",115.22,115.99,111.12,112.98,112.98,"9,839,600"
"Nov 29, 2024",113.16,116.35,112.53,115.60,115.60,"6,178,300"
"Nov 27, 2024",111.44,112.59,110.94,112.54,112.54,"4,665,600"
"Nov 26, 2024",109.70,113.90,109.08,112.08,112.08,"8,029,000"
"Nov 25, 2024",109.30,112.45,108.63,111.00,111.00,"10,139,300"
"Nov 22, 2024",107.01,107.50,105.33,106.96,106.96,"7,059,900"
"Nov 21, 2024",103.74,108.21,103.26,106.48,106.48,"10,624,700"
"Nov 20, 2024",104.83,105.07,102.58,103.94,103.94,"7,632,600"
"Nov 19, 2024",104.31,105.38,103.27,104.59,104.59,"9,038,100"
"Nov 18, 2024",108.90,109.11,105.76,105.88,105.88,"6,689,800"
"Nov 15, 2024",107.10,108.79,105.25,108.49,108.49,"10,764,200"
"Nov 14, 2024",115.29,115.29,109.00,109.08,109.08,"13,147,900"
"Nov 13, 2024",107.50,115.62,106.18,115.09,115.09,"20,642,000"
"Nov 12, 2024",107.52,114.51,106.00,108.92,108.92,"63,946,200"
"Nov 11, 2024",88.95,92.16,88.71,89.99,89.99,"20,014,100"
"Nov 8, 2024",85.60,87.26,85.25,87.12,87.12,"7,439,000"
"Nov 7, 2024",82.16,85.84,82.10,85.55,85.55,"6,623,700"
"Nov 6, 2024",81.55,82.12,80.13,81.92,81.92,"5,169,800"
"Nov 5, 2024",78.55,80.04,78.23,79.57,79.57,"4,652,300"
"Nov 4, 2024",78.71,79.06,77.70,78.44,78.44,"3,584,500"
"Nov 1, 2024",79.05,79.89,77.94,78.99,78.99,"6,189,900"
"Oct 31, 2024",79.75,80.39,77.12,78.21,78.21,"4,637,000"
"Oct 30, 2024",80.03,80.51,79.28,80.01,80.01,"3,712,300"
"Oct 29, 2024",79.39,80.80,79.21,80.39,80.39,"5,131,300"
"Oct 28, 2024",79.61,80.18,79.32,79.87,79.87,"3,327,700"
"Oct 25, 2024",80.10,80.97,78.78,79.05,79.05,"3,834,500"
"Oct 24, 2024",80.00,80.39,78.84,79.82,79.82,"3,981,400"
"Oct 23, 2024",81.23,81.91,79.12,79.66,79.66,"4,832,300"
"Oct 22, 2024",81.50,82.54,81.16,81.61,81.61,"4,624,800"
"Oct 21, 2024",82.03,83.25,81.29,82.66,82.66,"5,437,900"
"Oct 18, 2024",82.25,82.95,82.03,82.68,82.68,"3,862,200"
"Oct 17, 2024",82.89,83.18,81.14,81.63,81.63,"3,519,800"
"Oct 16, 2024",81.95,82.27,80.34,81.85,81.85,"4,929,300"
"Oct 15, 2024",83.60,83.77,80.46,81.93,81.93,"6,484,700"
"Oct 14, 2024",83.84,84.37,82.66,83.68,83.68,"3,759,800"
"Oct 11, 2024",81.97,84.20,81.89,83.24,83.24,"3,775,000"
"Oct 10, 2024",82.36,83.65,82.30,82.71,82.71,"3,937,200"
"Oct 9, 2024",82.63,84.12,82.63,83.41,83.41,"4,741,400"
"Oct 8, 2024",81.00,83.14,80.60,82.58,82.58,"5,723,800"
"Oct 7, 2024",81.85,82.10,80.30,80.86,80.86,"5,495,800"
"Oct 4, 2024",79.81,82.64,79.50,82.43,82.43,"7,737,900"
"Oct 3, 2024",78.50,79.32,77.69,78.14,78.14,"4,625,400"
"Oct 2, 2024",78.51,79.31,77.93,79.10,79.10,"3,110,500"
"Oct 1, 2024",80.00,80.24,77.77,78.45,78.45,"5,656,200"
"Sep 30, 2024",79.07,80.36,78.50,80.14,80.14,"4,462,800"
"Sep 27, 2024",80.82,81.15,79.19,79.21,79.21,"3,973,600"
"Sep 26, 2024",80.44,81.09,78.77,80.75,80.75,"5,729,700"
"Sep 25, 2024",80.13,80.91,79.01,79.26,79.26,"5,021,900"
"Sep 24, 2024",80.77,81.07,78.78,80.33,80.33,"5,398,200"
"Sep 23, 2024",79.00,80.80,78.85,80.11,80.11,"7,896,200"
"Sep 20, 2024",78.61,79.52,77.31,78.72,78.72,"5,612,900"
"Sep 19, 2024",77.40,79.31,76.64,78.68,78.68,"9,864,300"
"Sep 18, 2024",74.83,76.97,74.59,75.22,75.22,"7,039,400"
"Sep 17, 2024",75.50,75.76,73.66,74.45,74.45,"8,177,400"
"Sep 16, 2024",72.10,73.70,71.47,73.58,73.58,"4,184,700"
"Sep 13, 2024",71.83,73.44,71.76,72.45,72.45,"5,655,600"
"Sep 12, 2024",70.72,71.98,69.63,71.31,71.31,"6,187,700"
"Sep 11, 2024",68.55,71.76,68.10,71.52,71.52,"7,063,300"
"Sep 10, 2024",68.79,68.90,66.95,68.17,68.17,"4,530,300"
"Sep 9, 2024",68.48,69.49,67.14,68.13,68.13,"4,298,600"
"Sep 6, 2024",70.38,70.56,65.86,67.01,67.01,"7,380,400"
"Sep 5, 2024",70.00,70.93,69.31,70.11,70.11,"3,296,200"
"Sep 4, 2024",70.86,71.75,69.62,70.22,70.22,"4,612,800"
"Sep 3, 2024",73.15,73.22,70.82,71.26,71.26,"5,773,600"
"Aug 30, 2024",73.55,74.33,73.12,74.07,74.07,"3,019,300"
"Aug 29, 2024",72.90,74.34,72.87,73.27,73.27,"3,620,100"
"Aug 28, 2024",74.23,74.37,71.76,72.53,72.53,"5,551,700"
"Aug 27, 2024",74.47,74.87,72.86,74.53,74.53,"4,389,800"
"Aug 26, 2024",76.11,76.83,74.92,74.95,74.95,"4,047,000"
"Aug 23, 2024",75.00,76.44,74.69,76.14,76.14,"5,405,600"
"Aug 22, 2024",76.04,76.30,74.23,74.30,74.30,"4,772,900"
"Aug 21, 2024",75.00,76.20,74.87,76.14,76.14,"5,760,500"
"Aug 20, 2024",75.00,75.68,74.16,74.87,74.87,"8,513,000"
"Aug 19, 2024",74.55,75.17,73.92,75.16,75.16,"6,246,700"
"Aug 16, 2024",74.33,75.36,74.11,74.55,74.55,"5,403,600"
"Aug 15, 2024",73.02,74.91,73.01,74.85,74.85,"10,849,700"
"Aug 14, 2024",70.34,71.76,69.94,71.59,71.59,"9,032,300"
"Aug 13, 2024",68.84,70.07,68.68,69.90,69.90,"10,545,500"
"Aug 12, 2024",69.09,70.73,68.05,68.31,68.31,"11,134,000"
"Aug 9, 2024",68.16,69.32,67.42,69.30,69.30,"10,931,200"
"Aug 8, 2024",64.24,68.78,63.91,68.55,68.55,"19,891,500"
"Aug 7, 2024",64.50,67.78,63.55,63.89,63.89,"49,976,600"
"Aug 6, 2024",53.14,54.89,52.34,54.22,54.22,"18,567,200"
"Aug 5, 2024",48.59,53.36,48.56,52.26,52.26,"16,525,200"
"Aug 2, 2024",54.61,55.18,52.54,54.43,54.43,"18,357,900"
"Aug 1, 2024",61.60,62.00,57.25,58.17,58.17,"9,598,300"
"Jul 31, 2024",60.32,61.88,60.13,61.20,61.20,"8,649,400"
"Jul 30, 2024",59.83,61.02,58.93,59.20,59.20,"6,669,800"
"Jul 29, 2024",60.15,60.57,59.52,59.87,59.87,"5,046,000"
"Jul 26, 2024",61.42,61.52,59.81,59.94,59.94,"5,256,400"
"Jul 25, 2024",59.27,60.97,58.04,59.44,59.44,"6,873,300"
"Jul 24, 2024",62.10,62.52,59.16,59.27,59.27,"8,255,600"
"Jul 23, 2024",63.00,63.64,62.65,62.66,62.66,"5,392,700"
"Jul 22, 2024",63.46,63.78,61.44,62.69,62.69,"9,143,800"
"Jul 19, 2024",62.51,64.18,62.45,63.16,63.16,"6,686,100"
"Jul 18, 2024",65.90,66.09,62.72,63.11,63.11,"7,904,800"
"Jul 17, 2024",68.17,68.40,63.70,64.81,64.81,"14,176,000"
"Jul 16, 2024",67.26,70.04,66.83,69.72,69.72,"21,416,800"
"Jul 15, 2024",65.03,65.23,63.93,64.21,64.21,"7,073,300"
"Jul 12, 2024",65.85,65.99,64.63,64.89,64.89,"7,778,500"
"Jul 11, 2024",65.65,66.17,64.79,65.31,65.31,"7,238,500"
"Jul 10, 2024",66.30,66.33,64.61,65.61,65.61,"7,121,000"
"Jul 9, 2024",67.04,67.52,65.72,66.13,66.13,"6,523,000"
"Jul 8, 2024",67.53,67.79,66.94,67.34,67.34,"4,606,000"
"Jul 5, 2024",66.94,68.04,66.36,67.63,67.63,"6,441,500"
"Jul 3, 2024",66.26,67.22,66.26,66.73,66.73,"3,931,000"
"Jul 2, 2024",64.88,66.13,64.34,66.06,66.06,"6,762,900"
"Jul 1, 2024",65.96,65.97,63.05,64.63,64.63,"8,395,400"
"Jun 28, 2024",66.60,67.18,65.46,66.05,66.05,"6,650,600"
"Jun 27, 2024",65.29,66.84,65.16,66.37,66.37,"7,716,300"
"Jun 26, 2024",65.20,65.53,64.44,65.45,65.45,"6,978,900"
"Jun 25, 2024",64.48,65.49,64.06,64.78,64.78,"6,484,600"
"Jun 24, 2024",65.62,65.82,63.41,64.31,64.31,"10,464,500"
"Jun 21, 2024",63.81,65.19,63.41,65.03,65.03,"8,199,700"
"Jun 20, 2024",64.38,64.87,63.15,63.88,63.88,"7,405,100"
"Jun 18, 2024",65.90,66.11,63.97,64.25,64.25,"11,280,600"
"Jun 17, 2024",67.25,67.33,64.75,66.52,66.52,"12,112,100"
"Jun 14, 2024",65.86,68.21,65.43,67.66,67.66,"17,915,800"
"Jun 13, 2024",65.60,65.79,64.13,64.69,64.69,"9,163,400"
"Jun 12, 2024",64.62,66.51,64.22,65.47,65.47,"13,945,200"
"Jun 11, 2024",63.87,64.69,63.23,63.82,63.82,"11,760,200"
"Jun 10, 2024",61.38,63.74,61.27,63.01,63.01,"10,629,100"
"Jun 7, 2024",61.28,61.94,60.66,61.59,61.59,"7,099,200"
"Jun 6, 2024",60.15,61.48,60.15,61.46,61.46,"7,391,300"
"Jun 5, 2024",61.18,61.70,60.28,61.25,61.25,"11,092,500"
"Jun 4, 2024",59.46,60.69,59.21,60.68,60.68,"11,589,700"
"Jun 3, 2024",59.41,59.94,58.38,59.70,59.70,"8,640,300"
"May 31, 2024",58.80,59.23,57.75,59.15,59.15,"12,261,100"
"May 30, 2024",58.41,58.78,57.91,58.54,58.54,"9,829,800"
"May 29, 2024",57.55,58.57,57.26,58.37,58.37,"7,784,000"
"May 28, 2024",57.01,58.22,56.31,58.19,58.19,"10,785,200"
"May 24, 2024",57.11,58.06,56.91,56.97,56.97,"8,507,100"
"May 23, 2024",58.61,59.08,57.48,57.64,57.64,"11,415,500"
"May 22, 2024",58.88,60.11,58.21,58.70,58.70,"18,624,500"
"May 21, 2024",58.50,58.62,57.01,57.02,57.02,"13,778,700"
"May 20, 2024",58.87,59.21,58.30,58.91,58.91,"7,786,100"
"May 17, 2024",57.95,58.59,57.04,58.53,58.53,"12,303,900"
"May 16, 2024",58.65,58.99,57.78,57.81,57.81,"9,636,000"
"May 15, 2024",59.17,59.67,58.35,58.77,58.77,"11,174,300"
"May 14, 2024",58.66,58.77,56.92,58.03,58.03,"20,334,800"
"May 13, 2024",59.07,59.48,58.26,58.78,58.78,"12,847,600"
"May 10, 2024",62.72,62.74,58.65,58.94,58.94,"30,675,600"
"May 9, 2024",63.57,63.80,61.61,62.45,62.45,"19,819,700"
"May 8, 2024",63.67,64.20,60.64,62.73,62.73,"58,311,600"
"May 7, 2024",76.53,77.82,75.29,77.05,77.05,"11,383,800"
"May 6, 2024",75.00,77.80,74.42,77.37,77.37,"11,042,600"
"May 3, 2024",73.78,74.88,73.06,74.46,74.46,"7,346,400"
"May 2, 2024",71.99,72.72,70.23,72.00,72.00,"5,387,100"
"May 1, 2024",70.21,72.08,68.88,70.40,70.40,"7,432,900"
"Apr 30, 2024",72.40,74.48,70.18,70.20,70.20,"8,246,200"
"Apr 29, 2024",73.81,74.04,71.38,72.48,72.48,"9,918,000"
"Apr 26, 2024",71.32,71.83,70.74,71.33,71.33,"4,611,800"
"Apr 25, 2024",70.43,71.36,69.57,70.55,70.55,"6,770,500"
"Apr 24, 2024",74.40,74.72,71.65,72.26,72.26,"6,086,500"
"Apr 23, 2024",71.28,74.59,71.22,74.01,74.01,"9,517,500"
"Apr 22, 2024",70.05,71.27,69.32,70.55,70.55,"5,908,200"
"Apr 19, 2024",71.00,71.63,68.79,69.67,69.67,"10,289,300"
"Apr 18, 2024",69.33,70.95,68.15,69.51,69.51,"7,360,500"
"Apr 17, 2024",69.50,71.00,68.97,69.41,69.41,"8,373,200"
"Apr 16, 2024",68.47,69.34,68.01,68.70,68.70,"9,249,200"
"Apr 15, 2024",70.00,70.41,68.39,68.57,68.57,"8,733,200"
"Apr 12, 2024",70.89,71.19,69.19,70.00,70.00,"11,013,500"
"Apr 11, 2024",71.98,72.27,70.49,71.57,71.57,"11,728,000"
"Apr 10, 2024",72.80,73.12,71.59,71.98,71.98,"8,018,300"
"Apr 9, 2024",74.36,75.08,73.50,74.92,74.92,"4,362,300"
"Apr 8, 2024",75.21,75.46,73.32,74.38,74.38,"7,051,900"
"Apr 5, 2024",74.60,75.99,73.69,75.28,75.28,"6,587,200"
"Apr 4, 2024",75.61,77.07,74.56,74.81,74.81,"8,530,700"
"Apr 3, 2024",78.28,79.29,75.13,75.64,75.64,"9,874,100"
"Apr 2, 2024",76.61,78.60,75.95,78.12,78.12,"6,692,400"
"Apr 1, 2024",77.35,78.63,76.28,78.19,78.19,"6,588,400"
"Mar 28, 2024",78.80,79.19,77.00,77.17,77.17,"4,261,000"
"Mar 27, 2024",79.35,79.38,77.46,78.62,78.62,"4,399,700"
"Mar 26, 2024",79.04,79.75,77.75,78.53,78.53,"4,442,200"
"Mar 25, 2024",78.10,79.56,77.74,78.42,78.42,"4,596,000"
"Mar 22, 2024",78.89,80.37,78.38,78.72,78.72,"4,559,100"
"Mar 21, 2024",81.66,83.39,79.56,79.59,79.59,"11,345,900"
"Mar 20, 2024",77.53,81.62,77.29,81.33,81.33,"6,793,700"
"Mar 19, 2024",76.73,78.53,75.30,77.53,77.53,"5,736,500"
"Mar 18, 2024",78.00,78.00,76.26,77.52,77.52,"5,440,700"
"Mar 15, 2024",78.23,79.07,76.76,77.15,77.15,"5,818,900"
"Mar 14, 2024",78.53,79.80,77.36,78.42,78.42,"7,244,200"
"Mar 13, 2024",76.19,79.40,76.10,78.68,78.68,"10,975,300"
"Mar 12, 2024",75.95,76.69,74.58,76.36,76.36,"5,667,100"
"Mar 11, 2024",75.60,76.29,74.44,74.97,74.97,"5,191,200"
"Mar 8, 2024",76.08,79.58,76.08,76.16,76.16,"10,437,000"
"Mar 7, 2024",74.26,75.96,73.20,75.33,75.33,"7,592,500"
"Mar 6, 2024",74.18,74.85,72.92,74.01,74.01,"5,757,300"
"Mar 5, 2024",74.80,74.93,72.64,73.47,73.47,"8,691,200"
"Mar 4, 2024",76.47,76.53,73.99,75.77,75.77,"7,395,000"
"Mar 1, 2024",77.11,78.66,76.31,76.59,76.59,"7,791,000"
"Feb 29, 2024",76.27,77.14,75.03,76.37,76.37,"6,693,400"
"Feb 28, 2024",75.56,76.19,74.73,75.56,75.56,"5,208,500"
"Feb 27, 2024",77.56,77.63,75.90,76.63,76.63,"7,449,300"
"Feb 26, 2024",76.31,78.25,76.21,77.56,77.56,"8,935,200"
"Feb 23, 2024",75.05,76.80,73.85,76.24,76.24,"10,235,600"
"Feb 22, 2024",78.28,78.83,74.87,75.03,75.03,"11,326,800"
"Feb 21, 2024",77.00,78.06,74.67,75.59,75.59,"10,553,400"
"Feb 20, 2024",79.95,80.58,77.72,78.62,78.62,"10,349,300"
"Feb 16, 2024",82.25,83.67,80.35,81.29,81.29,"13,691,800"
"Feb 15, 2024",80.24,84.05,79.60,84.00,84.00,"15,483,200"
"Feb 14, 2024",79.11,80.70,77.48,80.67,80.67,"18,016,700"
"Feb 13, 2024",77.80,83.49,77.01,77.18,77.18,"40,164,900"
"Feb 12, 2024",91.40,91.57,88.98,89.12,89.12,"17,188,800"
"Feb 9, 2024",90.00,91.21,88.92,90.72,90.72,"11,356,900"
"Feb 8, 2024",85.03,91.44,84.90,87.87,87.87,"20,834,800"
"Feb 7, 2024",82.10,85.46,81.80,85.17,85.17,"13,242,600"
"Feb 6, 2024",81.40,82.04,79.77,81.56,81.56,"5,548,000"
"Feb 5, 2024",82.44,82.80,80.03,81.40,81.40,"8,558,300"
"Feb 2, 2024",81.00,83.03,79.33,82.93,82.93,"17,644,900"
"Feb 1, 2024",79.37,79.58,75.82,76.72,76.72,"14,190,000"
"Jan 31, 2024",81.30,82.22,79.96,80.07,80.07,"6,749,700"
"Jan 30, 2024",82.78,83.25,81.68,82.33,82.33,"5,529,000"
"Jan 29, 2024",81.74,83.57,81.47,83.54,83.54,"6,479,000"
"Jan 26, 2024",80.51,82.84,80.47,81.55,81.55,"6,839,200"
"Jan 25, 2024",81.27,81.70,79.14,80.49,80.49,"6,926,800"
"Jan 24, 2024",82.28,83.36,80.67,80.73,80.73,"7,675,800"
"Jan 23, 2024",80.70,81.62,79.53,81.14,81.14,"5,700,500"
"Jan 22, 2024",80.91,82.83,79.69,80.26,80.26,"9,011,700"
"Jan 19, 2024",77.31,80.18,76.31,80.01,80.01,"10,241,200"
"Jan 18, 2024",80.00,81.01,77.21,77.52,77.52,"11,221,200"
"Jan 17, 2024",80.03,80.44,77.53,80.32,80.32,"15,898,400"
"Jan 16, 2024",80.28,82.14,79.62,81.32,81.32,"11,659,700"
"Jan 12, 2024",81.11,83.19,81.00,81.40,81.40,"9,252,600"
"Jan 11, 2024",81.15,82.65,79.13,81.30,81.30,"10,641,200"
"Jan 10, 2024",80.69,81.30,79.37,81.10,81.10,"9,866,700"
"Jan 9, 2024",77.25,80.24,76.92,80.11,80.11,"10,835,000"
"Jan 8, 2024",74.78,77.90,74.72,77.69,77.69,"8,232,000"
"Jan 5, 2024",73.32,75.95,73.00,74.51,74.51,"9,830,200"
"Jan 4, 2024",71.63,74.02,70.61,73.42,73.42,"11,927,400"
"Jan 3, 2024",72.08,72.99,71.18,71.82,71.82,"9,649,900"
"Jan 2, 2024",76.44,76.63,72.91,73.83,73.83,"13,134,800"
"Dec 29, 2023",79.12,79.73,77.25,77.90,77.90,"9,518,700"
"Dec 28, 2023",78.29,79.20,77.48,79.11,79.11,"7,608,400"
"Dec 27, 2023",78.19,78.68,77.34,78.34,78.34,"6,050,200"
"Dec 26, 2023",76.83,78.46,76.44,78.21,78.21,"5,251,800"
"Dec 22, 2023",76.45,77.17,76.15,76.83,76.83,"6,076,700"
"Dec 21, 2023",76.70,77.30,75.50,76.14,76.14,"7,496,300"
"Dec 20, 2023",78.10,78.70,75.15,75.42,75.42,"9,983,300"
"Dec 19, 2023",77.20,79.99,77.18,78.35,78.35,"12,464,500"
"Dec 18, 2023",75.75,77.47,75.63,77.13,77.13,"9,501,600"
"Dec 15, 2023",77.71,77.95,76.35,76.82,76.82,"10,416,900"
"Dec 14, 2023",75.31,77.64,74.85,77.54,77.54,"13,242,200"
"Dec 13, 2023",72.53,74.09,71.15,73.86,73.86,"10,910,200"
"Dec 12, 2023",72.00,72.63,71.07,72.50,72.50,"6,415,900"
"Dec 11, 2023",72.43,73.63,72.18,72.81,72.81,"7,101,400"
"Dec 8, 2023",71.26,73.02,71.24,72.52,72.52,"7,456,600"
"Dec 7, 2023",70.86,72.28,70.04,71.86,71.86,"8,471,200"
"Dec 6, 2023",73.77,74.18,71.07,71.14,71.14,"13,428,600"
"Dec 5, 2023",71.80,75.47,71.15,74.72,74.72,"15,768,000"
"Dec 4, 2023",73.00,73.66,71.37,72.52,72.52,"9,569,200"
"Dec 1, 2023",72.50,73.99,71.74,73.86,73.86,"8,839,800"
"Nov 30, 2023",73.36,73.84,72.12,72.82,72.82,"7,322,300"
"Nov 29, 2023",74.34,75.06,73.00,73.33,73.33,"9,815,600"
"Nov 28, 2023",72.42,74.22,72.20,73.51,73.51,"12,632,000"
"Nov 27, 2023",71.81,74.47,71.08,73.79,73.79,"24,288,900"
"Nov 24, 2023",70.50,71.21,70.23,70.35,70.35,"5,062,800"
"Nov 22, 2023",70.26,71.58,69.15,70.96,70.96,"10,215,200"
"Nov 21, 2023",69.00,69.91,68.16,69.73,69.73,"8,209,100"
"Nov 20, 2023",67.73,70.16,67.73,69.51,69.51,"10,277,000"
"Nov 17, 2023",66.93,68.89,66.80,68.34,68.34,"9,331,700"
"Nov 16, 2023",67.06,68.25,66.69,67.28,67.28,"9,160,900"
"Nov 15, 2023",65.82,68.35,65.76,67.85,67.85,"13,514,500"
"Nov 14, 2023",64.26,66.17,63.98,65.52,65.52,"13,168,400"
"Nov 13, 2023",61.23,62.41,60.24,62.34,62.34,"8,784,100"
"Nov 10, 2023",60.27,61.63,59.89,61.34,61.34,"9,322,100"
"Nov 9, 2023",62.52,63.34,60.33,60.37,60.37,"13,118,300"
"Nov 8, 2023",61.87,63.09,60.70,62.74,62.74,"11,987,600"
"Nov 7, 2023",60.70,62.34,60.03,61.69,61.69,"11,180,400"
"Nov 6, 2023",61.59,61.78,59.71,60.43,60.43,"13,284,900"
"Nov 3, 2023",59.86,61.84,58.95,61.47,61.47,"22,370,000"
"Nov 2, 2023",57.64,60.15,55.51,59.70,59.70,"43,602,900"
"Nov 1, 2023",47.55,48.86,47.16,48.79,48.79,"19,173,700"
"Oct 31, 2023",46.65,47.63,45.50,47.19,47.19,"12,046,900"
"Oct 30, 2023",47.09,47.85,46.25,46.92,46.92,"10,496,200"
"Oct 27, 2023",48.13,48.18,46.06,46.40,46.40,"12,207,700"
"Oct 26, 2023",48.84,49.36,45.81,46.69,46.69,"17,931,300"
"Oct 25, 2023",50.85,51.08,48.35,48.49,48.49,"12,658,800"
"Oct 24, 2023",51.50,52.88,51.26,52.35,52.35,"7,618,800"
"Oct 23, 2023",50.53,51.98,49.64,51.00,51.00,"8,851,700"
"Oct 20, 2023",51.57,52.45,50.62,51.14,51.14,"8,373,000"
"Oct 19, 2023",53.13,53.32,51.54,51.83,51.83,"10,438,100"
"Oct 18, 2023",54.58,56.20,52.43,52.84,52.84,"15,420,800"
"Oct 17, 2023",52.59,54.46,52.49,54.17,54.17,"7,962,000"
"Oct 16, 2023",51.92,53.59,51.05,53.28,53.28,"10,339,500"
"Oct 13, 2023",53.40,54.19,50.69,51.55,51.55,"14,373,400"
"Oct 12, 2023",54.50,55.03,52.92,53.33,53.33,"10,730,800"
"Oct 11, 2023",55.51,55.64,53.71,54.24,54.24,"8,505,700"
"Oct 10, 2023",53.73,55.59,53.56,55.08,55.08,"9,834,000"
"Oct 9, 2023",52.41,53.93,52.06,53.51,53.51,"9,709,400"
"Oct 6, 2023",51.43,53.91,51.20,53.65,53.65,"12,442,400"
"Oct 5, 2023",52.01,52.55,51.11,52.19,52.19,"9,268,600"
"Oct 4, 2023",52.16,52.75,51.15,52.58,52.58,"10,956,700"
"Oct 3, 2023",53.00,53.68,51.02,51.38,51.38,"11,280,200"
"Oct 2, 2023",54.22,55.21,53.51,54.00,54.00,"8,265,300"
"Sep 29, 2023",54.26,55.59,54.10,54.57,54.57,"13,696,200"
"Sep 28, 2023",51.25,53.88,50.59,53.20,53.20,"13,608,000"
"Sep 27, 2023",51.88,52.49,51.03,51.85,51.85,"9,041,700"
"Sep 26, 2023",52.90,53.63,51.37,51.51,51.51,"10,456,000"
"Sep 25, 2023",52.71,53.63,52.30,53.58,53.58,"8,314,700"
"Sep 22, 2023",54.74,55.27,52.89,53.08,53.08,"9,870,000"
"Sep 21, 2023",55.37,55.99,53.68,53.70,53.70,"11,303,200"
"Sep 20, 2023",58.62,58.70,56.83,56.97,56.97,"8,228,600"
